person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
39,orange,1,696,1,Looked in the are with most lines facing one direction first as the tilted line stands out against the crowd. Then blur my vision to see the remaining section of the lines as vague black blobs instead of distinct black lines as it was easier to pick out against the background.,1,Picked up the bucket closest towards me first in my right (dominant) hand and the the furthest bucket in my left.,Male,British,24,183cm,95kgs,Student,English / Politics & international Relations,Secondary School,1,"First person shooters, Real time strategy, Turn based strategy, Third Person Shooters",14,0,NA,NA,1,"Reading, baking / cooking, writing, arts and crafts stuff, video games",25-ish,0,NA,3,5,2,4,1,2,5,4,4,5,2,2,4,3,3,4,1,4,2,5,2,1,5,4,2,5,5,4,5,1,4,1,5,1,5,4,2,2,1,3,3,2,4,4,1,3,2,1,4,4,3,5,5,2,2,3,2,5,1,4,5,5,4,4,2,5,3,2,4,5,4,4,4,1,1,5,4,2,4,1,2,1,3,3,2,4,2,2,2,1,3,2,1,3,3,2,3,1,2,2,1,1,1,2,2,2,1,2,2,2
40,black,1,639,1,"I was looking for a line that was tilted to right, row by row usually from bottom to up.",1,Its more efficient to take the further bucket first as you don't have to carry them both together for a long time,Female,White,24,175,100,Student,Psychology,BSc this spring,0,NA,NA,1,Gym,12,1,Reading,3,1,Depression,2,4,1,2,4,2,4,2,4,4,2,3,5,2,2,5,1,4,3,4,2,2,2,4,1,2,4,4,3,4,5,4,4,2,2,2,4,4,4,5,2,5,5,2,3,3,4,1,1,2,4,4,3,4,4,2,4,2,4,2,2,1,3,4,1,3,3,5,2,1,1,3,5,2,5,2,1,4,3,4,3,2,3,2,1,2,4,3,3,2,2,3,3,2,3,1,1,2,2,3,1,1,4,1,1,2,4,1,1,2
41,orange,3,1037,0,NA,1,NA,female,white,21,1M65,NA,student,sociology,baccalaureate,1,Mario,0,0,NA,NA,1,"reading,",5,1,dyspraxia,5,5,5,1,1,5,5,5,2,5,2,4,3,4,4,2,1,2,5,5,3,4,5,5,1,3,5,4,2,1,2,3,2,4,5,4,3,2,3,5,3,4,4,2,1,5,1,4,2,1,3,3,2,4,1,5,3,2,5,4,4,4,1,1,5,5,4,4,4,5,1,4,4,3,1,5,3,2,3,2,3,2,2,4,2,3,3,2,1,3,1,4,1,3,4,2,2,3,2,1,2,1,3,2,1,4,3,1,1,2
42,orange,2,680,0,\,1,"I picked up the bucket farthest from me first and then the one closest to the starting point. I thought this was the most efficient way of doing it. However, I did the opposite the second time around.",female,white,21,"162,5cm",56kg,student,Psychology,High school diploma,0,NA,NA,1,Dance and fitness,3,1,reading,2,0,NA,4,5,2,4,2,5,5,4,4,5,1,1,4,2,5,2,1,4,4,4,4,1,2,5,2,2,3,1,4,2,2,4,2,4,5,2,1,5,2,5,4,2,5,4,1,4,1,1,4,1,2,5,4,2,2,4,4,1,4,4,4,2,2,1,4,4,2,4,4,2,4,4,5,2,5,4,4,2,1,1,4,1,2,4,1,2,3,4,4,2,2,3,3,1,3,1,1,2,2,3,1,2,1,1,1,2,3,2,4,2
43,orange,1,442,0,"no strategy really, just look and see if it pops out",1,"pick the furthest one first, the next one on the way home. seemed the easiest",male,white,23,NA,NA,student,business,highschool,0,NA,NA,0,NA,NA,1,fixing a motorcycle,8,0,NA,4,4,4,2,2,4,5,3,4,4,3,2,4,3,3,2,3,2,3,3,4,2,4,4,1,2,5,4,3,3,2,4,2,2,2,2,3,3,3,3,3,4,4,4,2,4,3,3,4,3,1,4,4,3,3,4,5,3,3,4,4,4,3,2,2,5,3,3,3,3,2,4,3,1,2,2,2,2,2,2,1,3,2,3,3,3,1,2,1,1,3,2,2,2,2,3,3,3,3,2,3,1,2,2,1,3,2,1,3,2
44,orange,4,883,0,NA,0,NA,male,european,62,5 11,14 st,retired,NA,a level,0,NA,NA,0,NA,NA,1,angling,2,0,NA,2,4,4,4,1,2,2,2,3,5,4,4,4,1,4,4,2,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,2,4,2,2,4,4,2,4,2,4,4,4,2,1,2,4,4,5,2,2,4,2,4,2,4,4,2,4,2,4,3,5,2,4,2,4,2,2,1,5,1,3,4,2,2,4,2,4,2,2,3,3,2,1,2,3,3,1,1,3,1,2,3,2,2,1,2,3,2,1,3,1,4,1,2,1,3,2
45,orange,3,1438,1,Looked at ordered first then generally started from top tried to scan quicker with time. Felt if used one strategy could go quicker rather than changing.,1,"changed strategy after first time as bucket were heavier than anticipated and used the handles. picked up first bucket and carried to second. For last run thought about walking to 2nd bucket first, but enjoyed carrying buckets so kept to same strategy as easier.",F,Scottish,61,5ft 7,9st,Project manager/scientist,no,PhD,0,NA,NA,1,golf,8,1,keeping fit,4,0,NA,4,5,4,4,4,1,5,4,5,5,1,3,4,1,4,2,1,2,2,4,1,1,4,4,1,1,5,4,5,3,4,5,2,1,5,3,1,5,1,5,5,1,5,5,2,4,1,2,5,2,4,5,5,1,1,5,5,4,2,3,4,4,4,4,2,5,3,2,4,4,2,4,4,2,2,3,3,2,3,3,2,1,2,3,2,2,2,3,2,3,1,3,2,2,4,2,2,1,2,3,1,2,1,2,1,3,4,1,4,1
46,orange,1,1176,0,"I looked for the chunk of lines on one side of the screen that generally never had and right facing lines and then I would either search horizontally, vertically or randomly to find the line",1,"I picked the first bucked up the first time without the handle but then all the times after that were pretty consistent, grabbed the first bucket by the handle first and then the second and placed the first one on the box on the right first",Female,Egyptian,21,158 cm,63 kg,Student,Economics and Politics,High school diploma,0,NA,NA,0,NA,NA,1,"Reading, swimming, singing, watching TV shows",6 hours,0,NA,5,5,4,2,5,5,4,3,4,5,1,5,4,5,4,1,1,2,3,5,5,3,4,4,1,1,5,3,2,2,1,4,2,5,5,1,4,4,3,5,5,2,5,1,1,5,1,3,2,3,2,4,1,1,1,4,4,4,5,3,4,4,1,1,5,5,2,3,5,4,5,5,2,1,2,1,1,2,5,1,2,2,4,3,2,4,4,2,4,1,1,3,4,3,3,1,2,1,2,2,1,4,1,1,4,3,2,1,1,4
101,black,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,orange,2,764,0,NA,1,"Pick the furthest one away up first, and the closest one on the way back and place them on their individual platforms at the same time.",Female,"Swedish, Indian and Romanian",19,169 cm,52 kg,Student,Psychology,Secondary education (high school degree),0,NA,NA,1,"Swimming, Waterpolo and Lacrosse",approx. 8 to 10 hrs,1,Playing the guitar and singing,approx. 2-3,0,NA,5,4,1,2,1,3,5,2,4,4,1,2,4,4,3,1,5,5,4,5,5,2,2,4,1,1,3,1,3,1,2,4,5,4,5,1,1,4,2,4,4,2,5,2,1,5,2,1,2,1,1,5,5,2,1,4,3,2,2,3,1,1,5,5,1,4,1,5,1,3,5,1,5,3,4,2,1,4,1,5,3,1,3,2,1,3,4,3,3,4,1,2,4,1,4,1,2,2,1,3,1,1,1,1,1,2,1,2,2,3
104,black,1,580,1,"First looked at the lines that were almost upright, the at the ones that were all tilted in different directions",1,first took the furthest one then the one closer to the t point,f,white European,22,165,80,student,social sciences,so far high school,0,NA,NA,0,NA,NA,1,"drawing, reading, writing",10,0,NA,2,4,1,1,4,4,5,4,2,4,3,2,5,4,4,5,1,5,4,4,5,1,2,2,1,2,4,4,2,2,4,4,4,5,5,2,2,5,4,4,2,4,4,2,1,1,4,1,1,1,1,5,5,4,2,2,1,2,2,4,2,1,4,1,3,4,2,5,4,2,2,2,5,4,4,2,2,4,2,4,4,2,4,2,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,1,2,2,1,1,2,2,3,2,3
106,orange,2,866,0,.,1,I retrieved closer bucket first and always put it (first bucket) on the right side.,female,white-european,20,167,70,full-time student,psychology,high school,1,"adventure, point-and-click, shooters, horror",10,0,NA,NA,1,painting,8,0,NA,4,3,5,4,3,2,4,4,4,5,5,4,3,2,5,3,3,1,4,5,3,2,3,3,1,4,4,4,4,2,4,4,2,3,5,4,2,4,5,5,3,4,4,4,1,5,4,3,4,1,4,4,2,5,1,2,2,4,1,5,5,5,5,2,4,3,4,2,5,5,2,5,4,2,2,4,4,4,4,3,2,3,3,3,4,4,2,4,4,3,2,2,2,2,4,4,3,3,4,2,3,3,1,3,2,2,2,2,4,3
108,orange,2,966,0,NA,0,NA,female,white,18,5'6,130lbs,student,psychology,secondary school,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,2,4,4,2,2,1,4,4,3,2,4,2,4,2,2,5,1,2,4,3,1,2,4,2,3,3,4,4,3,3,5,4,2,4,4,4,2,3,3,4,2,4,4,4,1,2,2,3,1,4,4,4,2,3,2,2,4,2,2,2,5,4,2,1,5,4,2,2,4,4,4,5,3,2,2,2,2,2,5,1,2,1,2,2,2,3,2,4,2,3,2,3,3,1,1,1,1,2,1,3,1,2,2,1,1,1,1,2,1,2
109,black,1,1008,0,"I looked to identify it quickly and if not, began a more structured approach",1,I didn't think I could improve on my initial strategy so I continued with it,male,white,69,5'9',13st,Retired HR consultant,n/a,MSc,1,Backgamon; solitaire;soduko,1-2,1,"sailing, golf and walking",3-4,1,music - playing and listening; walking,10 -12,0,NA,4,4,2,4,2,3,4,2,4,4,2,3,4,1,4,4,2,5,2,5,4,2,4,4,2,2,4,4,4,2,4,4,5,2,5,2,1,4,2,2,2,3,4,4,2,2,2,1,4,4,2,4,4,1,4,3,3,2,1,4,4,1,3,4,2,4,2,4,2,2,2,2,4,4,3,4,3,4,3,4,3,2,3,2,2,2,3,4,3,3,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,3,4,3
110,black,5,1813,0,"searching row by row, column by column or divide it into 4 sections, first I had a quick look through the half with all lines tilted to one side, then I searched through the mixed one",1,"walk to the further one (right side), grab it with right hand, walk to the other one (left side) and put them both on the boxes at the same time",female,white European,19,168cm,58kg,student,psychology,high school graduation diploma,0,NA,NA,1,"weightlifting, yoga",6,1,"cooking, baking",10,0,NA,4,5,3,2,3,2,5,4,3,5,1,2,4,4,4,3,2,3,4,5,2,2,4,4,1,2,4,2,2,1,4,4,3,4,4,4,4,3,3,5,4,4,4,2,1,4,2,2,2,1,4,4,3,4,1,4,2,4,4,4,4,2,2,1,4,2,4,2,4,4,4,4,5,2,2,4,4,2,4,2,3,2,2,2,2,3,4,2,2,3,2,3,3,2,4,2,2,1,2,3,1,2,1,2,1,3,2,2,1,2
111,orange,3,1913,0,"At first I went from side to side, then I changed to letting my eyes go fuzzy to just see the tilted to the right lines. Then I changed to checking the all the same lines first.... I switched it up to save from getting bored.",1,I took the furthest away bucket first. But I switched arms on the last trip to even things out.,Female,Scottish Caucasian,37,155cm,64kg,Research MRI Radiographer,n/a,BSc HONS,1,"all types (tomb raider, Mario kart, wii fit, silly puzzles on my phone)",not many I don't have time anymore,1,Roller Derby,Approx 5 hours,1,crafts,1-2,1,"borderline personality disorder, bulimia nervosa, depression, anxiety.",2,5,4,1,2,1,5,4,2,5,2,3,3,2,5,5,1,3,4,3,1,1,5,1,2,2,4,3,2,2,5,4,1,4,4,3,4,2,5,5,3,4,3,2,1,2,1,3,2,4,4,3,3,4,2,4,3,4,4,4,5,5,1,1,3,4,5,1,5,5,5,5,1,1,1,5,5,3,5,1,3,3,1,2,1,4,1,2,2,1,3,4,3,1,3,1,3,2,3,3,1,3,1,2,2,2,2,2,3,2
112,orange,2,2405,1,I looked through each row,1,"I went to the furthest bucket first, grabbed it and on my way back I also grabbed the closer bucket and put then both on the required bins, behind the starting point",Female,White Caucasian,24,160cm,54,student,psychology,high school diploma,0,NA,NA,1,Tennis,around 4,1,"reading, walking, watching movies, listening to music",20,3,NA,5,5,4,2,4,4,5,4,4,4,1,3,4,2,4,3,1,4,5,4,5,2,4,4,2,1,4,4,3,2,4,4,4,5,4,2,1,4,4,5,4,4,4,5,2,5,1,1,1,1,2,5,4,4,2,4,3,4,2,3,4,4,5,2,1,5,2,5,4,2,3,4,4,2,2,4,4,4,3,2,2,3,4,3,1,3,2,3,1,2,1,3,3,2,3,1,3,2,2,3,1,2,1,1,3,3,3,3,3,3
113,black,5,2391,0,I scanned row by row or column by column and occasionally just scanned for any tilting even slightly to the right,0,"For the most part, I lifted the closest bucket then retrieved the second one further away before returning to take them to podium upturned buckets, sometimes I got the furthest away bucket first but not as often.",female,scottish,24,5'7,328lbs,volunteer with Aberdeenshire council,n/a,HND,1,puzzle based & murder mystery,1hour,0,NA,NA,1,"painting, reading, crafts",20,3,NA,3,5,2,2,5,3,5,4,2,5,3,3,4,5,4,2,1,5,4,5,2,1,4,2,1,4,5,2,1,1,4,4,4,4,5,3,3,4,4,4,3,3,3,2,1,5,3,1,1,1,4,4,4,4,1,4,3,2,4,4,4,4,3,4,4,2,4,2,4,2,3,4,5,2,2,3,3,3,3,4,3,2,2,2,1,2,2,2,2,2,1,3,2,2,4,2,2,1,2,3,3,2,1,2,1,2,1,1,4,3
114,orange,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,black,5,2069,0,Most of the time I was always just trying to look at the lines that were upwards so in each row so that I wouldn't have to go through all of them.,1,I took the first bucket and put it to place and then picked up the second bucket.,Female,white,24,165cm,73kg,student,psychology,high school,0,NA,NA,1,volleyballl,7,1,volleyball and make up,9,0,NA,5,5,5,1,5,3,5,4,2,4,1,2,2,4,2,2,1,1,4,2,4,1,5,2,1,4,5,2,2,4,4,5,1,5,4,4,4,1,2,4,4,1,4,4,2,5,1,4,2,1,2,5,4,2,2,4,5,2,2,2,5,5,1,1,1,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,3,2,1,2,2,3,2,2,1,2,1,3,2,1,4,2,2,3,2,3,3,2,1,1,3,2,1,1,1,2
116,black,5,952,1,I looked first at the side where there where all lines pointing in the same direction.,1,"At first, I did not. Then I took both buckets at the same time, first the one that was further away.",female,white,20,190 cm,about 75 kilo,student,psychology,High School graduation,0,NA,NA,1,"volleyball, strength",4-6,1,"meditation, piano, acapella, swing dance, drawing",5-6 hours,0,NA,4,4,2,3,1,3,5,2,3,4,1,2,4,2,4,4,1,4,1,5,4,2,2,3,3,3,4,2,3,1,4,4,3,3,4,2,1,5,2,4,4,3,4,4,2,3,1,3,3,1,2,4,4,2,2,5,4,2,4,4,5,1,3,4,2,3,4,3,2,2,3,2,3,3,3,4,3,4,2,4,4,2,2,2,2,2,3,3,3,2,2,3,2,1,3,2,2,2,2,3,3,2,2,3,2,2,2,1,2,3
117,orange,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,orange,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,orange,3,1627,0,Check the opposite orientation side first. If not present then a random search of the other side of the screen. sometimes methodical sometimes frantic search. I think my response may have been timed so sacrificed accuracy.,0,"I changed strategy after my first attempt. And then stuck with a strategy, I realised it was more efficient to get the furthest away bucket first. The strategy I chose was to walk to the furthest bucket retrieve it and on my way back collect the second bucket. I chose this strategy as it is the most efficient and only requires one trip.",Male,White British,23,5ft6,67kg,Student,Psychology,A Level,1,FPS,5,1,Clay Shooting,4,1,Event Planning,6,1,Dyslexia,5,4,1,2,4,4,5,4,1,4,1,4,4,4,5,2,5,4,5,4,5,5,5,4,2,3,4,4,4,4,3,4,2,5,4,2,5,5,5,5,4,5,5,4,1,5,4,5,1,2,2,5,5,5,2,4,4,4,4,4,5,5,1,1,5,4,5,1,5,5,1,5,5,1,1,5,5,2,5,1,3,3,3,3,3,3,2,3,1,3,2,3,3,3,3,1,3,1,3,3,1,3,2,1,3,3,2,4,4,3
121,black,9,1427,1,I skimmed over the lines to see as to whether I could see this line. I mainly started with the ones facing the opposite way. if I couldn't see this then I would go through line by line and try to see the line.,1,I got the bucket furthest away and then on the way back I got the bucket that was closer and carried both at the same time.,Male,British,19,NA,NA,student,psychology,A-Levels,1,"shooter, sports, and team games",10-20,1,"rugby, taekwondo",10,1,"gaming, driving, sports, movies",20-40,0,NA,4,4,2,2,4,2,4,2,4,5,2,2,4,3,4,2,5,5,3,4,4,3,4,1,1,2,4,4,3,1,4,4,2,4,3,2,3,4,4,5,4,3,4,3,2,4,1,2,1,4,2,4,4,3,2,4,5,4,2,4,4,2,4,1,5,1,3,2,4,2,2,4,2,4,4,1,1,2,4,3,3,3,2,3,2,3,3,3,1,1,1,3,2,3,3,1,3,1,3,3,2,4,1,2,1,3,3,1,3,3
122,black,10,2976,0,I scanned the page.,1,I placed the buckets at the same angle on the black box each time.,Female,Wide British,75,"5ft 5""",10 stones 7 lbs ?,Retired,N\A,Highers,0,NA,NA,1,"Yoga, Walking, Keep Fit",10-12 hours,1,"Reading, Theatre, Travelling",10-14 hours,0,NA,5,5,4,3,4,4,5,1,3,5,3,4,5,1,4,4,1,5,5,5,4,1,4,5,4,2,3,4,2,2,4,5,5,5,5,3,2,5,3,4,5,4,4,4,3,5,1,1,4,3,4,5,5,3,4,5,4,1,5,5,5,3,5,5,1,5,3,5,4,4,4,4,5,3,5,5,4,4,1,2,3,1,3,3,1,3,3,4,3,1,1,4,3,3,3,1,3,2,3,4,1,2,1,2,1,3,1,1,2,3
123,orange,1,2422,0,NA,1,used the least amount of energy to fulfill task,Male,white,61,5 ft 10 inches,170 pounds,retired,NA,senior school,0,NA,NA,1,golf,6,1,"swimming, reading,yoga",30 hours,0,NA,3,3,1,4,3,4,5,1,2,4,2,3,5,3,5,4,3,5,4,3,4,1,5,5,3,1,3,1,5,NA,2,5,5,3,4,2,1,5,2,1,4,3,5,3,2,3,2,1,3,3,3,5,5,1,3,5,4,1,2,4,4,3,2,5,1,5,1,4,1,1,3,1,5,5,5,4,4,5,1,5,4,2,3,2,3,2,4,4,3,4,2,3,4,2,4,1,2,2,2,3,1,2,2,1,1,1,2,2,3,3
124,orange,1,2289,0,"didn't have consistent strategy, sometimes""read' each time, sometimes scanned, if line on easy side often obvious. only hard side studied",0,whatever felt easiest,female,"white, Scottish",67,5ft 2in,80kg,retired,n/a,HNC,1,match 3 type mostly,7-10,0,NA,NA,1,"reading, walking, knitting watching TV",approx 50,0,NA,1,4,4,2,2,4,5,4,3,4,4,2,5,5,4,5,1,4,4,4,5,5,5,5,1,5,3,5,1,5,5,4,1,4,4,3,4,2,5,2,1,4,5,1,5,4,2,5,1,2,1,4,5,5,5,1,5,1,5,2,5,5,3,4,3,1,4,1,2,3,2,4,5,3,4,3,2,3,4,4,3,3,1,2,3,1,4,3,2,4,1,2,3,3,3,1,2,2,2,2,1,2,1,1,1,3,3,1,4,3
125,black,4,1547,1,I would look up and down each line and try find the tilted line.,1,"I picked up the furthest away bucket, then the closer one and placed them on the buckets.",female,British,18,5ft 7,160 lbs,student,psychology,advanced higher,0,NA,NA,0,NA,NA,1,gym,5,0,NA,4,5,4,2,4,4,5,4,4,4,1,4,4,4,4,2,1,4,4,2,2,1,4,4,4,4,5,4,2,4,4,4,2,5,4,2,1,4,4,5,4,5,4,2,1,5,1,4,1,4,4,4,4,3,4,4,5,4,5,1,4,5,4,2,5,1,5,4,5,4,1,5,5,1,1,4,4,3,5,4,3,4,4,4,4,2,2,3,2,2,2,3,3,3,1,1,3,3,3,2,1,4,2,1,2,2,3,4,1,2
300,orange,1,8126,1,Ignored the uniform section and concentrated on the chaotic section,1,Took the far away bucket first and the second one on the way back.  More efficient.,Male,White Scottish,68,176.5cm,90,Retired,N/a,Professional Certification,1,Simple matching games,10,0,NA,NA,1,Volunteering,20+,0,NA,4,5,5,4,2,1,5,4,4,5,2,3,5,4,5,5,5,2,4,5,2,1,5,2,2,2,4,4,3,1,5,5,2,4,5,4,1,2,4,4,3,4,5,5,1,1,1,5,2,1,4,5,2,4,1,4,5,4,3,5,4,5,2,2,4,2,4,2,5,5,2,5,5,1,2,5,4,2,5,2,2,3,2,3,3,4,4,4,2,1,1,2,2,3,3,2,3,2,3,3,1,4,3,3,4,4,3,2,4,2
301,black,1,1522,0,"just looked for the line, no strategy so ever.",1,"always picked up the buckets from left side, and carried with two hands, however on second time I used a handle of the buckets.",female,"white, caucasian",37,1.74cm,68,self employed,not a student,University degree,0,NA,NA,1,swimming,4-5,1,"reading, wild life walking.",a lot,3,NA,2,4,1,1,4,4,5,1,5,5,2,4,3,5,4,2,4,4,4,4,4,4,5,4,2,2,4,2,2,1,4,5,5,5,5,3,4,5,5,5,5,5,5,2,4,4,4,2,1,2,1,5,5,5,4,4,2,3,2,2,2,4,4,5,4,4,4,4,4,2,4,4,5,3,2,1,4,4,4,2,3,2,1,2,3,4,3,3,1,3,1,3,2,3,1,2,2,3,2,3,1,3,3,2,4,2,2,4,4,4
302,orange,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,orange,1,1180,1,"immediately drawn to left side of screen, then checked the side with all lines in approx the same angle which was quickly done, followed by taking time to check through the mixed side.",1,walk up left side of row picking up the first bucket and then reaching for the second bucket whilst turning to return down the right side of the row.  The need to follow this route was very strong and I would have to have made a strong conscious decision to change this.,female,white British,70,"5' 7""",16stone,retired,n/a,professional qualification,0,NA,NA,0,NA,NA,1,gardening/painting/dogs,20,3,NA,4,5,4,4,1,3,5,3,4,5,2,2,4,4,4,2,1,4,2,4,4,1,2,4,2,1,5,4,2,1,4,5,1,2,4,2,1,4,3,3,2,1,4,1,1,2,1,2,2,1,3,5,5,3,2,4,5,2,4,5,5,4,2,2,1,5,4,4,4,3,4,4,5,3,2,4,2,1,2,1,2,2,2,3,1,2,3,2,2,1,1,2,1,3,3,1,2,1,2,3,1,1,2,1,1,3,4,1,4,1
304,black,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
